ts,o,h,l,c,v
2022-01-01 13:00:00,3715.43,3724.26,3709.04,3718.38,7741.017
2022-01-01 13:15:00,3718.38,3721.08,3707.78,3713.11,6164.342
2022-01-01 13:30:00,3713.11,3720.1,3706.82,3718.58,3590.759
2022-01-01 13:45:00,3718.58,3718.58,3704.48,3708.68,6601.657
2022-01-01 14:00:00,3708.66,3711.67,3703.01,3705.01,4478.532
2022-01-01 14:15:00,3705.01,3712.25,3703.59,3709.15,5652.767
2022-01-01 14:30:00,3709.15,3710.5,3690.78,3700.47,9930.777
2022-01-01 14:45:00,3700.48,3704.92,3696.0,3696.0,3331.98
2022-01-01 15:00:00,3696.0,3708.75,3691.41,3704.51,6012.124
2022-01-01 15:15:00,3704.51,3712.74,3701.88,3711.61,3708.054
2022-01-01 15:30:00,3711.61,3744.99,3710.37,3733.01,29198.745
2022-01-01 15:45:00,3733.01,3741.78,3715.81,3723.98,16366.626
2022-01-01 16:00:00,3723.98,3742.0,3716.43,3735.41,11419.344
2022-01-01 16:15:00,3735.64,3747.66,3729.0,3743.02,9584.984
2022-01-01 16:30:00,3743.01,3745.85,3734.0,3738.19,9524.305
2022-01-01 16:45:00,3738.19,3742.53,3723.21,3726.46,7496.103
2022-01-01 17:00:00,3726.46,3734.69,3725.58,3727.58,4866.073
2022-01-01 17:15:00,3727.58,3734.99,3726.58,3732.65,3655.774
2022-01-01 17:30:00,3732.65,3761.0,3732.56,3755.38,17873.493
2022-01-01 17:45:00,3755.39,3762.8,3748.0,3758.81,12117.531
2022-01-01 18:00:00,3758.77,3765.0,3749.27,3752.88,8047.602
2022-01-01 18:15:00,3752.88,3755.81,3743.07,3747.19,5831.2
2022-01-01 18:30:00,3747.19,3749.22,3737.97,3742.33,8266.439
2022-01-01 18:45:00,3742.34,3754.96,3739.27,3750.16,5912.669
2022-01-01 19:00:00,3750.16,3755.9,3743.65,3747.59,4146.453
2022-01-01 19:15:00,3747.59,3747.59,3733.55,3742.07,4917.126
2022-01-01 19:30:00,3742.07,3743.91,3732.99,3736.14,4431.032
2022-01-01 19:45:00,3736.14,3747.14,3734.67,3745.22,3359.531
2022-01-01 20:00:00,3745.22,3746.86,3740.24,3744.57,2935.94
2022-01-01 20:15:00,3744.56,3751.0,3738.0,3750.01,3787.799
2022-01-01 20:30:00,3750.0,3776.33,3748.92,3759.86,16451.087
2022-01-01 20:45:00,3759.86,3765.0,3754.42,3759.1,5557.106
2022-01-01 21:00:00,3759.1,3773.17,3758.69,3771.18,6854.811
2022-01-01 21:15:00,3771.62,3774.51,3758.59,3760.6,5483.912
2022-01-01 21:30:00,3760.6,3764.9,3757.32,3762.52,5867.144
2022-01-01 21:45:00,3762.52,3763.49,3744.12,3746.76,5792.681
2022-01-01 22:00:00,3746.77,3749.34,3737.41,3740.94,7410.394
2022-01-01 22:15:00,3740.94,3753.93,3740.93,3751.99,5023.374
2022-01-01 22:30:00,3751.99,3762.02,3751.98,3757.71,4235.77
2022-01-01 22:45:00,3757.7,3762.33,3750.24,3755.8,5775.053
2022-01-01 23:00:00,3755.8,3757.34,3743.0,3745.65,6885.892
2022-01-01 23:15:00,3745.73,3756.0,3744.48,3753.76,3763.43
2022-01-01 23:30:00,3753.45,3761.32,3747.64,3756.29,4183.733
2022-01-01 23:45:00,3756.29,3772.0,3755.86,3763.06,8649.444
2022-01-02 00:00:00,3763.05,3768.38,3752.52,3756.35,8114.247
2022-01-02 00:15:00,3756.35,3762.74,3749.27,3761.54,6893.003
2022-01-02 00:30:00,3761.55,3770.0,3759.08,3762.14,6810.507
2022-01-02 00:45:00,3762.14,3765.69,3757.34,3760.55,4708.265
2022-01-02 01:00:00,3760.55,3762.24,3747.38,3748.89,5360.587
2022-01-02 01:15:00,3748.9,3755.9,3747.17,3752.72,4147.948
2022-01-02 01:30:00,3752.72,3755.63,3740.48,3746.42,5658.374
2022-01-02 01:45:00,3746.43,3748.69,3741.0,3745.26,2915.201
2022-01-02 02:00:00,3745.27,3750.26,3742.9,3748.88,2882.572
2022-01-02 02:15:00,3748.88,3752.52,3740.03,3742.0,3797.684
2022-01-02 02:30:00,3741.99,3751.95,3740.1,3746.12,5910.735
2022-01-02 02:45:00,3746.11,3747.88,3743.43,3745.36,2240.675
2022-01-02 03:00:00,3745.35,3752.0,3744.19,3745.14,2551.671
2022-01-02 03:15:00,3745.21,3751.76,3741.56,3751.64,2846.387
2022-01-02 03:30:00,3751.64,3759.0,3749.71,3751.31,4426.487
2022-01-02 03:45:00,3751.32,3757.44,3744.51,3756.54,3869.088
2022-01-02 04:00:00,3756.64,3759.75,3754.46,3755.88,4136.886
2022-01-02 04:15:00,3755.87,3755.88,3746.94,3749.49,4868.987
2022-01-02 04:30:00,3749.49,3756.06,3740.06,3741.69,7326.243
2022-01-02 04:45:00,3741.69,3742.42,3714.48,3722.07,24379.9
2022-01-02 05:00:00,3722.07,3731.08,3718.51,3723.13,7007.972
2022-01-02 05:15:00,3723.12,3732.27,3720.9,3728.75,5536.535
2022-01-02 05:30:00,3728.75,3738.21,3728.23,3732.5,4976.481
2022-01-02 05:45:00,3732.49,3743.91,3727.12,3742.12,6981.038
2022-01-02 06:00:00,3742.12,3744.82,3738.05,3739.34,3734.94
2022-01-02 06:15:00,3739.35,3747.28,3739.34,3740.18,2655.046
2022-01-02 06:30:00,3740.19,3747.83,3738.21,3743.21,3663.412
2022-01-02 06:45:00,3743.2,3747.83,3735.0,3736.74,3245.787
2022-01-02 07:00:00,3736.74,3739.73,3732.18,3735.12,3241.103
2022-01-02 07:15:00,3735.12,3742.58,3735.1,3740.36,2459.496
2022-01-02 07:30:00,3740.36,3749.88,3740.09,3741.94,5072.694
2022-01-02 07:45:00,3741.95,3745.53,3735.75,3745.52,3012.536
2022-01-02 08:00:00,3745.53,3747.0,3730.5,3733.76,6431.249
2022-01-02 08:15:00,3733.75,3743.72,3733.75,3738.38,4076.105
2022-01-02 08:30:00,3738.37,3741.25,3733.7,3738.94,2549.429
2022-01-02 08:45:00,3738.94,3744.26,3738.06,3741.2,3189.436
2022-01-02 09:00:00,3741.15,3742.93,3736.38,3741.8,3653.27
2022-01-02 09:15:00,3741.8,3769.25,3738.84,3754.14,17466.014
2022-01-02 09:30:00,3754.15,3761.98,3753.87,3758.5,5830.881
2022-01-02 09:45:00,3758.5,3758.91,3750.02,3752.05,4244.558
2022-01-02 10:00:00,3752.06,3757.43,3750.0,3757.15,3336.959
2022-01-02 10:15:00,3757.15,3757.51,3746.86,3746.89,4734.925
2022-01-02 10:30:00,3746.88,3750.27,3741.22,3744.76,3996.999
2022-01-02 10:45:00,3744.76,3744.76,3738.84,3741.67,4410.212
2022-01-02 11:00:00,3741.67,3750.0,3739.89,3745.99,4942.436
2022-01-02 11:15:00,3745.98,3750.88,3745.01,3749.07,2656.816
2022-01-02 11:30:00,3749.06,3754.97,3744.23,3744.23,5478.1
2022-01-02 11:45:00,3744.23,3744.97,3739.93,3742.48,3638.936
2022-01-02 12:00:00,3742.46,3742.96,3728.2,3734.4,10783.717
2022-01-02 12:15:00,3734.4,3742.05,3731.5,3740.98,4788.131
2022-01-02 12:30:00,3740.98,3757.79,3738.9,3748.92,9425.856
2022-01-02 12:45:00,3748.92,3756.5,3748.92,3752.65,6150.587
2022-01-02 13:00:00,3752.64,3755.94,3744.3,3744.3,5359.811
2022-01-02 13:15:00,3744.31,3753.25,3740.82,3752.75,4796.295
2022-01-02 13:30:00,3752.75,3753.0,3744.62,3747.62,2433.833
2022-01-02 13:45:00,3747.61,3748.54,3738.75,3743.41,3965.257
2022-01-02 14:00:00,3743.4,3751.62,3740.93,3750.75,3027.282
2022-01-02 14:15:00,3750.75,3754.29,3740.79,3744.23,6139.821
2022-01-02 14:30:00,3744.22,3754.4,3744.01,3751.05,5359.39
2022-01-02 14:45:00,3751.14,3755.0,3747.78,3750.24,4602.64
2022-01-02 15:00:00,3750.24,3767.87,3749.71,3766.61,12716.316
2022-01-02 15:15:00,3766.61,3768.58,3760.04,3760.78,8308.242
2022-01-02 15:30:00,3760.55,3768.87,3756.59,3767.85,8213.176
2022-01-02 15:45:00,3767.86,3790.43,3767.86,3776.17,22459.189
2022-01-02 16:00:00,3776.18,3793.99,3775.63,3789.0,18515.809
2022-01-02 16:15:00,3789.0,3792.32,3782.82,3783.47,6311.586
2022-01-02 16:30:00,3783.47,3797.85,3783.22,3794.4,15006.95
2022-01-02 16:45:00,3794.41,3850.72,3794.2,3838.38,68024.617
2022-01-02 17:00:00,3838.39,3860.0,3818.79,3821.71,42542.48
2022-01-02 17:15:00,3821.7,3826.77,3811.64,3823.5,20123.176
2022-01-02 17:30:00,3823.51,3831.26,3817.0,3829.65,9493.034
2022-01-02 17:45:00,3829.65,3833.01,3816.53,3823.47,12640.497
2022-01-02 18:00:00,3822.95,3824.49,3815.0,3815.0,9073.59
2022-01-02 18:15:00,3815.01,3818.11,3783.39,3792.69,21994.936
2022-01-02 18:30:00,3793.03,3794.1,3770.56,3784.27,27480.053
2022-01-02 18:45:00,3784.26,3798.68,3782.0,3794.29,10369.109
2022-01-02 19:00:00,3794.29,3805.61,3789.04,3796.17,10720.023
2022-01-02 19:15:00,3796.17,3801.23,3786.78,3789.79,7034.33
2022-01-02 19:30:00,3789.79,3795.06,3782.64,3790.29,9351.173
2022-01-02 19:45:00,3790.38,3802.17,3789.02,3797.01,5272.525
2022-01-02 20:00:00,3797.01,3812.93,3792.09,3808.98,9701.862
2022-01-02 20:15:00,3808.98,3811.03,3801.1,3807.65,4793.467
2022-01-02 20:30:00,3807.73,3808.37,3800.04,3801.0,2842.097
2022-01-02 20:45:00,3801.0,3808.62,3798.15,3808.4,3396.498
2022-01-02 21:00:00,3808.39,3815.4,3800.34,3814.27,4860.282
2022-01-02 21:15:00,3814.26,3814.27,3805.57,3807.95,3110.514
2022-01-02 21:30:00,3807.96,3826.48,3806.74,3819.83,6728.547
2022-01-02 21:45:00,3819.82,3819.84,3808.66,3809.75,3230.96
2022-01-02 22:00:00,3809.75,3822.56,3808.6,3821.97,4728.878
2022-01-02 22:15:00,3822.03,3823.0,3816.5,3823.0,3941.34
2022-01-02 22:30:00,3822.99,3832.9,3822.99,3826.81,5063.407
2022-01-02 22:45:00,3826.63,3827.26,3817.87,3826.39,6174.928
2022-01-02 23:00:00,3826.39,3830.6,3818.79,3826.33,6671.544
2022-01-02 23:15:00,3826.33,3832.13,3823.0,3831.63,4301.618
2022-01-02 23:30:00,3831.84,3837.24,3824.44,3832.71,6424.766
2022-01-02 23:45:00,3832.71,3838.25,3826.14,3826.21,5556.479
2022-01-03 00:00:00,3826.1,3826.97,3807.41,3808.27,15196.585
2022-01-03 00:15:00,3808.28,3820.19,3808.28,3813.56,6196.23
2022-01-03 00:30:00,3813.65,3814.23,3803.06,3812.16,7210.454
2022-01-03 00:45:00,3812.16,3813.9,3804.04,3804.58,4174.337
2022-01-03 01:00:00,3804.58,3808.49,3796.3,3798.64,6742.318
2022-01-03 01:15:00,3798.63,3808.2,3792.36,3801.28,6079.146
2022-01-03 01:30:00,3801.29,3803.6,3792.43,3792.7,4898.308
2022-01-03 01:45:00,3792.82,3803.76,3792.65,3803.45,4480.43
2022-01-03 02:00:00,3803.63,3803.64,3782.89,3788.0,9908.285
2022-01-03 02:15:00,3788.0,3793.18,3785.0,3793.17,5189.922
2022-01-03 02:30:00,3793.17,3802.96,3790.29,3801.49,7658.694
2022-01-03 02:45:00,3801.5,3804.69,3789.17,3796.15,8034.984
2022-01-03 03:00:00,3796.19,3803.9,3794.86,3794.86,5912.099
2022-01-03 03:15:00,3794.87,3799.96,3789.86,3799.0,5090.95
2022-01-03 03:30:00,3799.0,3800.58,3772.85,3780.78,13421.066
2022-01-03 03:45:00,3780.77,3787.99,3778.12,3784.1,5155.976
2022-01-03 04:00:00,3784.1,3795.13,3778.25,3790.62,6738.109
2022-01-03 04:15:00,3790.62,3793.94,3785.66,3788.26,2813.427
2022-01-03 04:30:00,3788.28,3797.3,3787.22,3795.27,2709.419
2022-01-03 04:45:00,3795.26,3797.11,3786.96,3789.93,5119.174
2022-01-03 05:00:00,3789.92,3796.99,3788.36,3790.75,3629.221
2022-01-03 05:15:00,3790.75,3807.72,3789.88,3805.15,9199.214
2022-01-03 05:30:00,3805.15,3821.99,3805.0,3814.42,19197.862
2022-01-03 05:45:00,3814.42,3816.99,3807.84,3810.23,4578.23
2022-01-03 06:00:00,3810.23,3815.0,3806.0,3811.04,4538.41
2022-01-03 06:15:00,3811.0,3812.37,3802.01,3804.0,4737.93
2022-01-03 06:30:00,3804.1,3809.38,3801.22,3807.3,3354.523
2022-01-03 06:45:00,3807.3,3808.25,3798.0,3801.84,4266.192
2022-01-03 07:00:00,3801.67,3804.3,3798.12,3801.28,2806.974
2022-01-03 07:15:00,3801.27,3806.32,3797.12,3805.3,3722.495
2022-01-03 07:30:00,3805.3,3808.62,3802.09,3803.71,3181.666
2022-01-03 07:45:00,3803.67,3808.99,3798.27,3806.97,5220.5
2022-01-03 08:00:00,3806.96,3820.67,3806.96,3816.29,10700.717
2022-01-03 08:15:00,3816.29,3817.54,3811.64,3811.64,3650.077
2022-01-03 08:30:00,3811.65,3814.89,3805.11,3806.12,4932.525
2022-01-03 08:45:00,3806.43,3808.63,3803.35,3806.45,2947.171
2022-01-03 09:00:00,3806.45,3816.79,3806.19,3808.01,6334.06
2022-01-03 09:15:00,3808.01,3808.01,3790.01,3795.55,13782.302
2022-01-03 09:30:00,3795.55,3804.96,3792.29,3802.59,5517.734
2022-01-03 09:45:00,3802.59,3811.54,3800.15,3807.49,5019.243
2022-01-03 10:00:00,3807.43,3825.0,3806.75,3818.06,13405.987
2022-01-03 10:15:00,3818.06,3822.63,3813.52,3814.72,6159.46
2022-01-03 10:30:00,3814.71,3824.2,3810.76,3820.55,5764.711
2022-01-03 10:45:00,3820.61,3829.34,3820.0,3822.3,13711.76
2022-01-03 11:00:00,3822.29,3844.67,3822.29,3835.67,17619.228
2022-01-03 11:15:00,3835.67,3842.45,3832.94,3837.73,8879.579
2022-01-03 11:30:00,3837.99,3838.51,3828.13,3830.77,8006.09
2022-01-03 11:45:00,3830.78,3838.85,3826.39,3832.51,5931.127
2022-01-03 12:00:00,3832.51,3835.59,3821.52,3833.57,12384.395
2022-01-03 12:15:00,3833.52,3836.49,3827.45,3830.9,6632.542
2022-01-03 12:30:00,3830.89,3831.22,3821.8,3825.0,5910.763
2022-01-03 12:45:00,3824.99,3826.7,3816.16,3817.87,9230.094
2022-01-03 13:00:00,3817.86,3824.44,3817.63,3819.01,6115.834
2022-01-03 13:15:00,3819.02,3829.93,3819.02,3827.77,6297.031
2022-01-03 13:30:00,3827.77,3829.0,3820.0,3823.86,3959.666
2022-01-03 13:45:00,3823.86,3827.49,3816.91,3817.46,4338.776
2022-01-03 14:00:00,3817.49,3823.06,3804.05,3814.03,14999.157
2022-01-03 14:15:00,3814.03,3821.72,3810.0,3819.83,6455.341
2022-01-03 14:30:00,3819.83,3850.0,3819.83,3837.02,24544.307
2022-01-03 14:45:00,3837.02,3839.55,3800.06,3802.15,44249.714
2022-01-03 15:00:00,3802.15,3807.99,3783.77,3804.58,31049.884
2022-01-03 15:15:00,3804.57,3811.86,3800.93,3808.94,13106.304
2022-01-03 15:30:00,3808.94,3808.94,3800.38,3804.48,5610.056
2022-01-03 15:45:00,3804.47,3806.94,3775.0,3782.3,23538.291
2022-01-03 16:00:00,3782.29,3792.81,3750.84,3763.78,33006.007
2022-01-03 16:15:00,3763.79,3764.61,3732.2,3751.48,48260.82
2022-01-03 16:30:00,3751.47,3754.52,3739.66,3747.05,21038.285
2022-01-03 16:45:00,3747.04,3748.0,3733.44,3746.86,10641.229
2022-01-03 17:00:00,3746.86,3763.36,3741.91,3746.79,17903.281
2022-01-03 17:15:00,3746.78,3772.85,3743.66,3765.53,16294.125
2022-01-03 17:30:00,3765.4,3773.63,3758.89,3764.38,13096.374
2022-01-03 17:45:00,3764.39,3769.93,3759.29,3759.99,6551.133
2022-01-03 18:00:00,3759.99,3769.84,3751.5,3756.28,9650.019
2022-01-03 18:15:00,3756.28,3762.26,3752.92,3760.3,4450.68
2022-01-03 18:30:00,3760.3,3763.81,3745.81,3751.4,5307.141
2022-01-03 18:45:00,3751.4,3754.86,3743.85,3751.34,8440.971
2022-01-03 19:00:00,3751.35,3758.31,3741.97,3753.63,10484.227
2022-01-03 19:15:00,3753.64,3761.99,3749.14,3759.07,4367.428
2022-01-03 19:30:00,3759.06,3761.74,3753.0,3757.61,4169.777
2022-01-03 19:45:00,3757.61,3762.28,3737.45,3737.57,5351.401
2022-01-03 20:00:00,3737.45,3740.73,3720.88,3735.6,23459.378
2022-01-03 20:15:00,3735.48,3740.37,3680.0,3683.36,55777.153
2022-01-03 20:30:00,3683.37,3698.29,3680.0,3689.11,25633.552
2022-01-03 20:45:00,3689.11,3701.56,3687.13,3697.2,12446.988
2022-01-03 21:00:00,3697.2,3705.54,3692.73,3694.15,10380.588
2022-01-03 21:15:00,3694.15,3713.55,3693.02,3710.95,7055.109
2022-01-03 21:30:00,3710.95,3732.93,3710.15,3720.22,14791.461
2022-01-03 21:45:00,3720.22,3729.92,3719.85,3721.58,4176.734
2022-01-03 22:00:00,3721.58,3736.66,3720.68,3734.96,6667.757
2022-01-03 22:15:00,3734.97,3768.79,3729.06,3762.27,17155.894
2022-01-03 22:30:00,3762.28,3772.07,3750.0,3756.12,10367.18
2022-01-03 22:45:00,3756.13,3762.53,3747.62,3750.99,7057.36
2022-01-03 23:00:00,3751.0,3764.46,3744.82,3757.62,10408.726
2022-01-03 23:15:00,3757.62,3764.57,3755.28,3763.64,5001.863
2022-01-03 23:30:00,3763.8,3775.86,3759.0,3771.2,9959.081
2022-01-03 23:45:00,3771.21,3775.0,3757.26,3764.07,8580.575
2022-01-04 00:00:00,3764.07,3772.0,3755.94,3762.0,9222.253
2022-01-04 00:15:00,3762.0,3768.69,3748.13,3764.21,12006.309
2022-01-04 00:30:00,3764.21,3764.28,3749.0,3750.42,6425.146
2022-01-04 00:45:00,3750.42,3754.58,3734.97,3741.97,9568.641
2022-01-04 01:00:00,3741.98,3747.61,3733.52,3747.35,8207.702
2022-01-04 01:15:00,3747.35,3757.75,3744.95,3752.79,7763.073
2022-01-04 01:30:00,3752.79,3752.79,3731.26,3734.62,6372.55
2022-01-04 01:45:00,3734.69,3741.95,3727.12,3731.93,6040.246
2022-01-04 02:00:00,3732.03,3739.71,3711.0,3715.0,12271.082
2022-01-04 02:15:00,3715.01,3729.98,3714.21,3727.72,8519.47
2022-01-04 02:30:00,3727.72,3737.51,3721.71,3731.21,7131.756
2022-01-04 02:45:00,3731.2,3733.68,3723.03,3725.57,4707.776
2022-01-04 03:00:00,3725.42,3729.69,3718.27,3722.16,4009.214
2022-01-04 03:15:00,3722.16,3737.09,3719.0,3734.9,6858.901
2022-01-04 03:30:00,3734.9,3748.0,3733.82,3747.45,9815.607
2022-01-04 03:45:00,3747.44,3748.36,3741.67,3742.67,4912.245
2022-01-04 04:00:00,3742.66,3751.76,3733.69,3739.52,8688.784
2022-01-04 04:15:00,3739.52,3746.37,3737.0,3743.03,2840.875
2022-01-04 04:30:00,3743.04,3749.88,3730.18,3737.12,8294.962
2022-01-04 04:45:00,3737.12,3740.45,3728.36,3729.94,3746.579
2022-01-04 05:00:00,3729.94,3737.3,3726.45,3733.69,3630.595
2022-01-04 05:15:00,3733.69,3747.15,3733.69,3745.99,3717.002
2022-01-04 05:30:00,3746.0,3746.05,3732.39,3733.21,7179.867
2022-01-04 05:45:00,3733.21,3742.72,3729.0,3741.81,5235.626
2022-01-04 06:00:00,3741.81,3750.15,3733.97,3746.14,12475.977
2022-01-04 06:15:00,3746.14,3754.87,3739.0,3753.41,6390.042
2022-01-04 06:30:00,3753.35,3755.0,3747.62,3752.96,8146.989
2022-01-04 06:45:00,3752.9,3753.35,3746.87,3751.71,3353.362
2022-01-04 07:00:00,3751.54,3759.11,3745.23,3747.72,8100.914
2022-01-04 07:15:00,3747.69,3763.18,3745.0,3755.18,8122.002
2022-01-04 07:30:00,3755.17,3760.81,3753.84,3756.19,4891.075
2022-01-04 07:45:00,3756.28,3761.99,3751.51,3761.92,5289.598
2022-01-04 08:00:00,3761.91,3780.0,3755.23,3775.08,22859.525
2022-01-04 08:15:00,3775.09,3778.12,3764.94,3768.33,12136.225
2022-01-04 08:30:00,3768.33,3777.95,3767.58,3767.61,6862.341
2022-01-04 08:45:00,3767.62,3769.56,3761.76,3768.82,6684.847
2022-01-04 09:00:00,3768.83,3777.45,3765.01,3772.24,5926.524
2022-01-04 09:15:00,3772.24,3776.73,3769.4,3773.4,5163.543
2022-01-04 09:30:00,3773.41,3773.5,3764.57,3769.12,6915.712
2022-01-04 09:45:00,3769.11,3770.97,3760.9,3765.31,7625.172
2022-01-04 10:00:00,3765.32,3770.78,3763.0,3767.0,4807.293
2022-01-04 10:15:00,3767.0,3787.91,3767.0,3782.77,12719.115
2022-01-04 10:30:00,3782.78,3794.31,3775.11,3790.19,16958.276
2022-01-04 10:45:00,3790.3,3814.45,3786.55,3805.02,31261.49
2022-01-04 11:00:00,3805.02,3831.1,3805.02,3824.05,39823.099
2022-01-04 11:15:00,3824.05,3829.5,3814.54,3818.53,16265.374
2022-01-04 11:30:00,3818.53,3836.34,3814.37,3831.09,22576.59
2022-01-04 11:45:00,3831.1,3840.72,3824.93,3836.19,18162.828
2022-01-04 12:00:00,3836.19,3842.0,3826.0,3827.39,19443.218
2022-01-04 12:15:00,3827.39,3831.25,3818.74,3819.37,12970.117
2022-01-04 12:30:00,3819.37,3826.32,3817.75,3822.26,8290.851
2022-01-04 12:45:00,3822.27,3831.08,3818.79,3830.81,7919.72
2022-01-04 13:00:00,3830.81,3833.94,3818.46,3818.99,8875.041
2022-01-04 13:15:00,3819.0,3839.5,3815.0,3838.94,12349.808
2022-01-04 13:30:00,3838.95,3852.73,3831.76,3844.59,26766.374
2022-01-04 13:45:00,3844.44,3877.0,3842.01,3865.21,42153.892
2022-01-04 14:00:00,3865.03,3877.21,3854.6,3857.68,24619.567
2022-01-04 14:15:00,3857.69,3863.39,3853.09,3857.48,9962.085
2022-01-04 14:30:00,3857.48,3867.9,3856.16,3867.89,10608.082
2022-01-04 14:45:00,3867.81,3893.19,3867.32,3874.24,41108.979
2022-01-04 15:00:00,3874.24,3884.0,3870.38,3875.24,15651.474
2022-01-04 15:15:00,3875.24,3878.55,3863.1,3872.76,19121.654
2022-01-04 15:30:00,3872.75,3873.18,3854.67,3855.69,13260.798
2022-01-04 15:45:00,3855.69,3865.42,3842.85,3849.02,17934.515
2022-01-04 16:00:00,3849.02,3856.95,3837.11,3851.76,33674.204
2022-01-04 16:15:00,3851.77,3856.94,3835.55,3842.01,20246.147
2022-01-04 16:30:00,3842.02,3858.99,3839.28,3854.2,13796.215
2022-01-04 16:45:00,3854.19,3859.84,3848.92,3851.26,8027.14
2022-01-04 17:00:00,3851.27,3853.87,3841.93,3850.92,7519.77
2022-01-04 17:15:00,3850.92,3863.82,3850.41,3852.87,8558.856
2022-01-04 17:30:00,3852.88,3863.42,3846.5,3858.14,7146.365
2022-01-04 17:45:00,3858.14,3859.51,3836.73,3837.93,7119.697
2022-01-04 18:00:00,3837.93,3854.66,3833.85,3848.73,13093.151
2022-01-04 18:15:00,3848.72,3852.22,3821.66,3821.66,17564.613
2022-01-04 18:30:00,3821.66,3825.0,3788.94,3798.07,56168.371
2022-01-04 18:45:00,3798.07,3799.19,3762.58,3771.05,48765.411
2022-01-04 19:00:00,3771.04,3842.0,3756.71,3835.58,76228.096
2022-01-04 19:15:00,3835.58,3841.76,3816.02,3818.95,25650.543
2022-01-04 19:30:00,3818.83,3827.82,3805.81,3809.25,11704.254
