ts,o,h,l,c,v
2021-01-01 11:30:00,741.49,742.9,739.21,739.73,15057.37
2021-01-01 11:45:00,739.73,740.8,737.85,739.88,13157.123
2021-01-01 12:00:00,739.89,741.0,735.33,737.42,28499.821
2021-01-01 12:15:00,737.42,741.9,736.06,741.36,19854.392
2021-01-01 12:30:00,741.36,744.61,740.0,742.03,52490.506
2021-01-01 12:45:00,742.09,742.28,732.86,734.03,67160.629
2021-01-01 13:00:00,733.97,737.33,733.82,737.33,21581.99
2021-01-01 13:15:00,737.27,738.88,736.5,738.88,13333.523
2021-01-01 13:30:00,738.88,740.46,737.17,738.99,15223.989
2021-01-01 13:45:00,738.99,743.3,738.99,741.06,25804.136
2021-01-01 14:00:00,741.08,743.83,738.26,740.79,28021.263
2021-01-01 14:15:00,740.75,741.87,740.35,741.08,8961.715
2021-01-01 14:30:00,741.08,741.22,738.01,739.85,14268.433
2021-01-01 14:45:00,739.85,740.03,737.0,738.81,17905.303
2021-01-01 15:00:00,738.8,739.63,736.59,737.92,9550.161
2021-01-01 15:15:00,737.93,740.85,736.93,740.11,21529.706
2021-01-01 15:30:00,740.12,740.12,734.13,735.25,28509.624
2021-01-01 15:45:00,735.28,737.8,735.28,736.06,11166.841
2021-01-01 16:00:00,736.11,738.41,733.62,736.06,21561.18
2021-01-01 16:15:00,736.05,737.78,735.2,736.46,10014.338
2021-01-01 16:30:00,736.48,737.96,735.7,737.42,7732.155
2021-01-01 16:45:00,737.41,738.43,736.16,736.59,9201.044
2021-01-01 17:00:00,736.57,737.41,735.16,736.38,9795.164
2021-01-01 17:15:00,736.38,736.98,733.82,734.74,13108.63
2021-01-01 17:30:00,734.67,734.8,729.62,731.04,40838.023
2021-01-01 17:45:00,731.05,731.06,727.5,729.02,35550.127
2021-01-01 18:00:00,728.8,732.8,726.52,731.04,36216.13
2021-01-01 18:15:00,731.01,731.39,726.11,727.87,24502.298
2021-01-01 18:30:00,727.75,729.44,720.6,721.37,61439.832
2021-01-01 18:45:00,721.37,725.76,714.55,725.14,101065.182
2021-01-01 19:00:00,725.15,725.39,721.64,723.52,25167.803
2021-01-01 19:15:00,723.52,726.12,722.51,724.42,14329.981
2021-01-01 19:30:00,724.42,726.5,722.65,726.18,13224.356
2021-01-01 19:45:00,726.18,729.0,725.55,725.68,22455.946
2021-01-01 20:00:00,725.69,729.23,722.88,727.11,26705.152
2021-01-01 20:15:00,727.1,730.0,726.1,728.82,20167.681
2021-01-01 20:30:00,728.82,729.1,727.4,727.77,8873.852
2021-01-01 20:45:00,727.77,731.56,727.17,730.01,11153.228
2021-01-01 21:00:00,730.09,730.68,728.74,729.16,11346.242
2021-01-01 21:15:00,729.16,730.94,728.46,730.39,9726.472
2021-01-01 21:30:00,730.39,731.33,728.6,728.96,12292.458
2021-01-01 21:45:00,728.95,729.96,727.27,728.89,12682.484
2021-01-01 22:00:00,728.89,730.79,726.6,730.49,11660.342
2021-01-01 22:15:00,730.54,732.86,729.25,732.35,13181.768
2021-01-01 22:30:00,732.36,732.36,729.25,729.25,6337.078
2021-01-01 22:45:00,729.23,730.67,728.18,729.53,8177.377
2021-01-01 23:00:00,729.57,730.75,728.58,729.75,6318.307
2021-01-01 23:15:00,729.75,730.91,728.39,729.51,8000.509
2021-01-01 23:30:00,729.5,731.28,728.91,729.61,9906.835
2021-01-01 23:45:00,729.61,730.07,728.41,729.77,8685.874
2021-01-02 00:00:00,729.7,730.95,724.64,728.5,33251.746
2021-01-02 00:15:00,728.5,728.51,717.0,718.52,67917.547
2021-01-02 00:30:00,718.51,723.9,717.0,722.9,34604.24
2021-01-02 00:45:00,722.99,723.2,719.61,720.8,16793.538
2021-01-02 01:00:00,720.81,721.9,715.6,716.65,26311.501
2021-01-02 01:15:00,716.67,722.21,716.21,720.77,22531.102
2021-01-02 01:30:00,720.79,731.15,720.57,729.57,67410.967
2021-01-02 01:45:00,729.69,732.57,729.3,730.2,32476.283
2021-01-02 02:00:00,730.19,734.2,730.11,732.29,28202.248
2021-01-02 02:15:00,732.24,734.62,731.96,734.47,19015.549
2021-01-02 02:30:00,734.4,735.38,731.74,733.31,23449.488
2021-01-02 02:45:00,733.31,734.19,730.36,730.69,18034.235
2021-01-02 03:00:00,730.68,733.24,730.5,732.75,12737.67
2021-01-02 03:15:00,732.75,732.75,730.47,731.53,5407.464
2021-01-02 03:30:00,731.54,732.23,729.55,729.91,10430.091
2021-01-02 03:45:00,729.9,731.86,729.8,731.42,6722.107
2021-01-02 04:00:00,731.44,731.5,727.05,727.43,16603.902
2021-01-02 04:15:00,727.42,729.6,727.05,728.87,11336.072
2021-01-02 04:30:00,728.87,731.52,727.71,730.5,18094.778
2021-01-02 04:45:00,730.49,731.05,728.71,730.21,7431.813
2021-01-02 05:00:00,730.2,734.16,730.03,733.29,24379.747
2021-01-02 05:15:00,733.29,733.41,731.2,732.64,8359.822
2021-01-02 05:30:00,732.63,733.24,731.68,732.44,10947.07
2021-01-02 05:45:00,732.37,732.84,731.1,732.84,7162.61
2021-01-02 06:00:00,732.84,734.0,731.28,733.06,13447.325
2021-01-02 06:15:00,733.11,733.59,731.64,732.83,10157.058
2021-01-02 06:30:00,732.82,736.77,732.49,736.3,31857.665
2021-01-02 06:45:00,736.31,741.7,734.57,737.88,74392.792
2021-01-02 07:00:00,737.87,739.34,735.6,737.8,25340.667
2021-01-02 07:15:00,737.74,737.87,733.57,736.01,23823.86
2021-01-02 07:30:00,736.01,736.68,734.3,735.0,10759.807
2021-01-02 07:45:00,734.93,736.7,734.52,735.82,9880.235
2021-01-02 08:00:00,735.76,739.43,732.06,732.3,38634.342
2021-01-02 08:15:00,732.3,733.32,729.2,732.4,34206.32
2021-01-02 08:30:00,732.38,734.85,731.02,734.14,13200.736
2021-01-02 08:45:00,734.13,735.2,732.7,734.51,8316.422
2021-01-02 09:00:00,734.51,735.55,733.06,733.81,14292.082
2021-01-02 09:15:00,733.81,735.24,731.05,731.05,14270.841
2021-01-02 09:30:00,731.11,733.45,730.0,733.27,18355.102
2021-01-02 09:45:00,733.27,733.86,723.25,726.31,71761.481
2021-01-02 10:00:00,726.29,729.5,724.0,727.82,32954.876
2021-01-02 10:15:00,727.83,734.41,727.62,732.99,28298.404
2021-01-02 10:30:00,733.0,734.85,730.66,731.76,16525.286
2021-01-02 10:45:00,731.75,731.96,728.81,729.42,14492.175
2021-01-02 11:00:00,729.41,731.99,729.02,731.26,8294.545
2021-01-02 11:15:00,731.17,731.32,728.2,728.66,10833.782
2021-01-02 11:30:00,728.66,730.54,728.29,729.89,6983.336
2021-01-02 11:45:00,729.89,731.5,729.82,730.5,6923.88
2021-01-02 12:00:00,730.47,731.72,729.38,729.76,9373.955
2021-01-02 12:15:00,729.77,743.97,729.31,740.82,140075.45
2021-01-02 12:30:00,740.74,752.2,737.62,751.97,111781.226
2021-01-02 12:45:00,751.98,758.77,751.41,753.78,142461.421
2021-01-02 13:00:00,753.78,765.61,750.55,762.0,110587.719
2021-01-02 13:15:00,761.99,772.0,761.08,765.22,141441.591
2021-01-02 13:30:00,765.24,774.81,762.5,771.98,119507.162
2021-01-02 13:45:00,771.99,773.0,765.0,772.35,74444.651
2021-01-02 14:00:00,772.43,772.85,762.9,764.12,65421.527
2021-01-02 14:15:00,764.16,764.92,755.0,755.24,121781.495
2021-01-02 14:30:00,755.36,761.33,755.24,760.85,43124.349
2021-01-02 14:45:00,760.87,764.0,758.94,762.02,31502.157
2021-01-02 15:00:00,761.96,764.93,761.51,762.93,26830.188
2021-01-02 15:15:00,762.94,766.62,761.96,764.3,21423.499
2021-01-02 15:30:00,764.24,769.99,763.59,767.04,39168.056
2021-01-02 15:45:00,767.07,770.0,763.74,769.57,40774.16
2021-01-02 16:00:00,769.57,776.9,765.49,767.21,144080.214
2021-01-02 16:15:00,767.06,772.26,766.4,769.23,52812.387
2021-01-02 16:30:00,769.2,781.35,768.69,775.12,152123.253
2021-01-02 16:45:00,775.12,785.41,770.65,783.71,150567.164
2021-01-02 17:00:00,783.7,786.9,777.51,778.74,88616.325
2021-01-02 17:15:00,778.62,781.88,777.0,778.0,35941.763
2021-01-02 17:30:00,777.89,781.54,775.55,779.78,38776.14
2021-01-02 17:45:00,779.83,783.68,779.31,780.11,32844.691
2021-01-02 18:00:00,780.03,782.06,772.75,777.57,57924.764
2021-01-02 18:15:00,777.61,779.85,776.71,779.28,19205.781
2021-01-02 18:30:00,779.28,782.76,778.13,781.97,25222.594
2021-01-02 18:45:00,781.91,786.46,779.3,781.16,50288.062
2021-01-02 19:00:00,781.09,785.03,778.19,783.42,35055.143
2021-01-02 19:15:00,783.42,785.19,781.5,785.0,20010.1
2021-01-02 19:30:00,785.0,787.7,784.17,787.56,46057.957
2021-01-02 19:45:00,787.56,788.71,784.18,785.41,45093.217
2021-01-02 20:00:00,785.4,786.2,770.79,779.43,103893.107
2021-01-02 20:15:00,779.43,779.77,765.34,769.04,112751.682
2021-01-02 20:30:00,769.02,776.06,766.4,773.5,82776.76
2021-01-02 20:45:00,773.38,773.46,756.0,759.77,145913.228
2021-01-02 21:00:00,759.61,769.39,754.69,767.25,123928.032
2021-01-02 21:15:00,767.31,772.3,765.9,768.13,50466.885
2021-01-02 21:30:00,768.1,769.11,761.64,768.0,37723.912
2021-01-02 21:45:00,768.0,770.87,765.83,769.73,21138.517
2021-01-02 22:00:00,769.78,771.0,766.25,771.0,20268.409
2021-01-02 22:15:00,770.99,775.22,770.32,772.47,22383.774
2021-01-02 22:30:00,772.47,774.61,770.41,773.69,19345.506
2021-01-02 22:45:00,773.69,774.9,771.01,772.59,13602.819
2021-01-02 23:00:00,772.58,772.87,763.46,770.13,48368.646
2021-01-02 23:15:00,770.14,777.73,768.95,777.38,32114.194
2021-01-02 23:30:00,777.38,778.0,773.39,775.31,22725.717
2021-01-02 23:45:00,775.4,778.21,774.25,775.02,17174.623
2021-01-03 00:00:00,775.04,779.44,773.0,773.51,34349.988
2021-01-03 00:15:00,773.51,774.79,771.37,774.65,18804.201
2021-01-03 00:30:00,774.65,778.9,774.43,778.15,22221.197
2021-01-03 00:45:00,778.16,779.55,776.33,776.42,15155.4
2021-01-03 01:00:00,776.42,778.55,772.93,775.74,28035.67
2021-01-03 01:15:00,775.81,777.0,775.25,776.88,17231.411
2021-01-03 01:30:00,776.87,777.86,774.3,774.42,22442.541
2021-01-03 01:45:00,774.44,779.46,774.44,777.5,25574.792
2021-01-03 02:00:00,777.49,779.3,776.79,777.5,14561.107
2021-01-03 02:15:00,777.5,778.21,776.6,777.74,9535.891
2021-01-03 02:30:00,777.74,779.31,775.97,779.31,13324.995
2021-01-03 02:45:00,779.32,782.37,778.69,779.66,25502.822
2021-01-03 03:00:00,779.66,779.86,775.23,775.63,22281.631
2021-01-03 03:15:00,775.62,777.24,775.25,775.86,9057.378
2021-01-03 03:30:00,775.85,777.14,773.29,776.02,17648.721
2021-01-03 03:45:00,776.01,776.58,771.94,773.22,14279.768
2021-01-03 04:00:00,773.22,775.24,772.18,773.86,13304.779
2021-01-03 04:15:00,773.86,773.88,769.19,772.73,21247.66
2021-01-03 04:30:00,772.73,773.95,771.94,772.8,9037.761
2021-01-03 04:45:00,772.87,779.23,772.41,778.2,31148.451
2021-01-03 05:00:00,778.2,790.0,777.04,786.36,128578.815
2021-01-03 05:15:00,786.43,789.58,784.0,787.56,51939.271
2021-01-03 05:30:00,787.76,792.0,785.9,788.77,59569.742
2021-01-03 05:45:00,788.77,790.5,785.69,787.48,31220.076
2021-01-03 06:00:00,787.44,797.96,784.32,797.5,72823.073
2021-01-03 06:15:00,797.5,803.75,796.74,797.53,96048.827
2021-01-03 06:30:00,797.6,802.12,795.54,798.34,43364.447
2021-01-03 06:45:00,798.33,801.89,796.77,801.15,36780.571
2021-01-03 07:00:00,801.08,801.17,796.6,799.39,28413.881
2021-01-03 07:15:00,799.39,807.44,798.31,804.65,55578.097
2021-01-03 07:30:00,804.64,806.52,800.5,803.86,42298.281
2021-01-03 07:45:00,803.87,804.08,796.0,801.05,64707.199
2021-01-03 08:00:00,800.99,802.7,792.45,796.24,72703.095
2021-01-03 08:15:00,796.15,803.8,795.5,803.21,41239.421
2021-01-03 08:30:00,803.16,818.0,802.39,816.24,91579.616
2021-01-03 08:45:00,816.24,822.28,812.6,819.35,66454.022
2021-01-03 09:00:00,819.35,827.04,816.38,819.92,120227.819
2021-01-03 09:15:00,819.9,822.31,813.79,816.99,69906.211
2021-01-03 09:30:00,817.0,821.93,814.7,818.15,44469.155
2021-01-03 09:45:00,818.06,821.18,816.23,819.93,34160.041
2021-01-03 10:00:00,819.76,830.0,819.58,824.87,91573.807
2021-01-03 10:15:00,824.9,826.75,817.5,821.33,85202.706
2021-01-03 10:30:00,821.24,824.78,818.17,823.74,35084.34
2021-01-03 10:45:00,823.88,830.5,823.4,827.21,56636.833
2021-01-03 11:00:00,827.09,834.0,826.5,829.48,67771.077
2021-01-03 11:15:00,829.48,832.4,825.5,826.12,35966.099
2021-01-03 11:30:00,826.28,832.0,825.92,830.49,26963.274
2021-01-03 11:45:00,830.56,832.99,827.65,830.97,35762.757
2021-01-03 12:00:00,830.97,836.0,827.62,835.04,52386.694
2021-01-03 12:15:00,835.16,837.5,832.23,835.84,41574.324
2021-01-03 12:30:00,835.84,837.67,829.71,832.06,43881.493
2021-01-03 12:45:00,832.1,833.74,830.0,832.44,24638.805
2021-01-03 13:00:00,832.45,838.99,832.37,837.79,43399.893
2021-01-03 13:15:00,837.78,855.0,836.5,852.55,112253.991
2021-01-03 13:30:00,852.45,888.0,847.0,876.42,333210.055
2021-01-03 13:45:00,876.46,891.82,872.31,876.67,219368.228
2021-01-03 14:00:00,876.67,885.0,866.0,883.95,153167.434
2021-01-03 14:15:00,883.86,913.6,879.0,909.7,223775.672
2021-01-03 14:30:00,909.78,926.62,900.1,923.32,321318.053
2021-01-03 14:45:00,923.11,923.36,892.84,914.37,285988.107
2021-01-03 15:00:00,914.45,922.68,898.05,905.21,258280.815
2021-01-03 15:15:00,905.21,914.07,895.78,897.21,170490.773
2021-01-03 15:30:00,897.19,908.43,882.5,902.81,205276.165
2021-01-03 15:45:00,902.81,924.0,901.0,919.75,151296.5
2021-01-03 16:00:00,919.97,970.0,919.82,958.52,521750.246
2021-01-03 16:15:00,958.75,985.79,945.12,968.6,326991.986
2021-01-03 16:30:00,968.7,978.0,955.84,966.21,240059.113
2021-01-03 16:45:00,966.17,967.2,932.41,939.86,218054.186
2021-01-03 17:00:00,939.86,954.87,920.0,931.9,265224.37
2021-01-03 17:15:00,931.94,962.28,928.0,953.55,189233.438
2021-01-03 17:30:00,953.53,954.99,936.5,950.56,113930.212
2021-01-03 17:45:00,950.74,957.32,936.43,939.94,92776.571
2021-01-03 18:00:00,939.94,946.88,928.62,941.58,95121.64
2021-01-03 18:15:00,941.58,941.58,910.0,911.51,156059.846
2021-01-03 18:30:00,911.31,922.79,894.21,916.12,240883.633
2021-01-03 18:45:00,916.09,925.35,915.01,919.81,79634.043
2021-01-03 19:00:00,919.83,926.81,910.8,917.36,96921.965
2021-01-03 19:15:00,917.35,921.85,900.76,908.26,87436.014
2021-01-03 19:30:00,908.26,915.73,903.18,907.17,67573.72
2021-01-03 19:45:00,907.18,924.0,906.5,923.78,61889.649
2021-01-03 20:00:00,923.67,948.09,921.65,945.23,164800.941
2021-01-03 20:15:00,945.22,965.0,941.28,962.9,154405.332
2021-01-03 20:30:00,962.65,968.48,946.59,953.8,118999.362
2021-01-03 20:45:00,953.8,955.73,942.24,948.99,98575.406
2021-01-03 21:00:00,949.07,955.0,938.34,943.61,78213.928
2021-01-03 21:15:00,943.74,958.48,941.39,956.92,50350.427
2021-01-03 21:30:00,956.92,961.0,950.55,957.0,45151.063
2021-01-03 21:45:00,956.99,957.79,951.18,952.01,27410.532
2021-01-03 22:00:00,952.16,956.95,947.0,955.68,39954.453
2021-01-03 22:15:00,955.86,993.84,955.75,987.5,140529.741
2021-01-03 22:30:00,987.38,1005.4,973.06,995.19,252383.395
2021-01-03 22:45:00,995.19,1003.77,985.32,995.52,163492.509
2021-01-03 23:00:00,995.44,1001.8,983.19,995.31,128810.114
2021-01-03 23:15:00,995.32,997.03,982.63,990.89,88690.41
2021-01-03 23:30:00,990.91,1022.51,990.5,1012.51,227159.018
2021-01-03 23:45:00,1012.65,1013.41,956.0,980.24,265724.82
2021-01-04 00:00:00,980.23,998.0,970.0,976.08,171564.713
2021-01-04 00:15:00,976.06,989.0,964.52,967.27,103782.885
2021-01-04 00:30:00,967.25,975.0,953.91,967.54,119637.102
2021-01-04 00:45:00,967.72,983.3,967.72,978.19,54150.821
2021-01-04 01:00:00,978.31,981.42,971.0,974.11,47360.64
2021-01-04 01:15:00,974.0,976.31,963.09,965.23,37416.743
2021-01-04 01:30:00,965.15,974.19,957.05,961.33,72508.943
2021-01-04 01:45:00,961.25,975.35,961.23,969.63,45646.892
2021-01-04 02:00:00,969.76,985.07,964.47,977.42,64139.11
2021-01-04 02:15:00,977.43,978.9,970.32,972.06,33239.09
2021-01-04 02:30:00,971.9,972.93,967.01,971.16,26084.884
2021-01-04 02:45:00,971.09,984.1,970.39,982.81,46195.814
2021-01-04 03:00:00,982.9,987.37,980.97,984.57,46881.389
2021-01-04 03:15:00,984.49,998.99,982.34,993.1,70268.862
2021-01-04 03:30:00,993.1,1010.77,991.41,1002.85,118402.877
2021-01-04 03:45:00,1002.85,1030.0,1002.77,1025.0,144085.224
2021-01-04 04:00:00,1025.04,1036.24,1017.0,1032.9,147263.511
2021-01-04 04:15:00,1033.02,1037.67,1026.4,1031.87,95755.362
2021-01-04 04:30:00,1031.87,1033.0,1015.12,1019.5,88745.42
2021-01-04 04:45:00,1019.5,1031.0,1015.53,1029.85,65482.432
2021-01-04 05:00:00,1029.93,1033.28,1018.23,1032.7,67361.477
2021-01-04 05:15:00,1032.7,1065.76,1032.11,1063.38,171071.06
2021-01-04 05:30:00,1063.38,1072.27,1053.37,1058.97,153363.144
2021-01-04 05:45:00,1058.9,1098.8,1058.84,1086.44,239700.814
2021-01-04 06:00:00,1086.48,1098.0,1080.82,1091.69,158194.355
2021-01-04 06:15:00,1091.72,1143.0,1085.07,1129.42,304512.046
2021-01-04 06:30:00,1129.52,1173.94,1117.68,1146.3,293260.792
2021-01-04 06:45:00,1146.22,1157.84,1093.0,1114.9,319343.84
2021-01-04 07:00:00,1115.0,1127.99,1082.0,1099.49,245576.439
2021-01-04 07:15:00,1099.58,1113.0,1036.0,1071.52,366879.191
2021-01-04 07:30:00,1071.74,1084.26,1031.0,1032.57,203459.977
2021-01-04 07:45:00,1032.34,1060.98,1031.01,1052.32,168564.819
2021-01-04 08:00:00,1052.05,1085.65,1051.84,1067.67,188062.367
2021-01-04 08:15:00,1067.81,1072.87,1035.01,1043.8,115427.674
2021-01-04 08:30:00,1043.76,1058.95,988.81,1004.6,295259.383
2021-01-04 08:45:00,1004.59,1033.0,990.0,1027.1,201001.857
2021-01-04 09:00:00,1027.1,1034.5,992.82,1000.63,156305.782
2021-01-04 09:15:00,1001.03,1015.68,966.22,978.64,243362.227
2021-01-04 09:30:00,978.84,981.74,914.45,958.71,479148.705
2021-01-04 09:45:00,958.7,978.0,947.32,970.65,216641.091
2021-01-04 10:00:00,970.65,986.0,913.0,914.6,251129.248
2021-01-04 10:15:00,914.6,936.0,890.0,923.07,347702.184
2021-01-04 10:30:00,922.79,952.99,915.26,951.28,163085.536
2021-01-04 10:45:00,951.15,971.23,944.54,965.43,162394.628
2021-01-04 11:00:00,965.42,974.09,935.6,952.04,180935.537
2021-01-04 11:15:00,952.22,969.0,943.14,958.8,101414.965
2021-01-04 11:30:00,958.91,962.34,945.36,958.27,76687.732
2021-01-04 11:45:00,958.28,979.9,948.03,977.12,114737.015
2021-01-04 12:00:00,977.08,980.0,956.03,975.47,104492.548
2021-01-04 12:15:00,975.46,986.63,970.44,981.19,119354.033
2021-01-04 12:30:00,981.2,1012.91,979.03,1008.0,153949.703
2021-01-04 12:45:00,1008.07,1031.7,1004.25,1020.19,193688.538
2021-01-04 13:00:00,1020.19,1020.9,992.21,1000.61,167823.995
2021-01-04 13:15:00,1000.67,1009.23,976.57,1005.75,194130.067
2021-01-04 13:30:00,1005.69,1008.0,991.99,995.28,100216.279
2021-01-04 13:45:00,995.28,1015.0,985.5,1013.6,97069.694
2021-01-04 14:00:00,1013.8,1026.98,1002.36,1003.84,153433.803
2021-01-04 14:15:00,1003.84,1024.68,1003.54,1020.78,109836.311
2021-01-04 14:30:00,1020.83,1029.99,1011.34,1024.87,109465.582
2021-01-04 14:45:00,1024.8,1047.0,1018.37,1044.66,141635.575
2021-01-04 15:00:00,1044.63,1048.15,1032.0,1035.8,127344.737
2021-01-04 15:15:00,1035.8,1058.88,1034.3,1058.2,117298.686
2021-01-04 15:30:00,1058.18,1059.28,1040.0,1051.86,103063.456
2021-01-04 15:45:00,1051.86,1051.86,1028.47,1041.19,126128.334
2021-01-04 16:00:00,1041.09,1050.18,990.0,1001.14,294632.19
2021-01-04 16:15:00,1001.29,1015.43,983.42,1005.62,189477.794
2021-01-04 16:30:00,1005.64,1007.1,985.92,1002.63,122065.592
2021-01-04 16:45:00,1002.81,1016.65,999.2,1011.28,72510.127
2021-01-04 17:00:00,1011.29,1028.99,999.44,1000.88,113367.016
2021-01-04 17:15:00,1000.91,1011.83,993.07,1002.34,93052.949
2021-01-04 17:30:00,1001.89,1008.7,994.58,995.72,62696.261
2021-01-04 17:45:00,995.72,1003.33,986.8,1000.96,64706.763
2021-01-04 18:00:00,1000.95,1020.0,1000.12,1016.21,59556.438
2021-01-04 18:15:00,1016.16,1024.92,1006.15,1024.52,61067.274
2021-01-04 18:30:00,1024.52,1026.78,1014.27,1022.87,44360.12
2021-01-04 18:45:00,1022.98,1027.71,1010.2,1016.79,49900.158
2021-01-04 19:00:00,1016.79,1025.33,1012.93,1015.67,48464.951
2021-01-04 19:15:00,1015.87,1027.68,1014.42,1027.26,38437.314
2021-01-04 19:30:00,1027.05,1050.0,1026.84,1042.42,84819.825
2021-01-04 19:45:00,1042.24,1047.25,1037.3,1044.41,51418.383
2021-01-04 20:00:00,1044.28,1052.04,1030.0,1039.01,79123.349
2021-01-04 20:15:00,1038.96,1051.86,1035.1,1038.44,59308.029
2021-01-04 20:30:00,1038.53,1042.45,1028.27,1033.37,41453.151
2021-01-04 20:45:00,1033.18,1039.48,1019.52,1021.61,55130.441
2021-01-04 21:00:00,1021.61,1037.25,1021.61,1037.1,43140.442
2021-01-04 21:15:00,1037.08,1038.48,997.0,1007.49,107678.859
2021-01-04 21:30:00,1007.49,1013.74,993.02,998.01,100070.318
2021-01-04 21:45:00,998.15,1012.38,995.04,1007.42,53308.889
2021-01-04 22:00:00,1007.42,1014.25,1004.25,1010.84,26935.379
2021-01-04 22:15:00,1010.86,1019.05,1010.09,1017.78,21111.185
2021-01-04 22:30:00,1017.98,1024.0,1009.34,1023.86,21611.75
2021-01-04 22:45:00,1023.85,1025.82,1009.47,1014.13,30933.516
2021-01-04 23:00:00,1014.14,1014.93,1001.95,1007.75,35721.326
2021-01-04 23:15:00,1007.75,1028.0,1003.43,1025.35,64792.756
2021-01-04 23:30:00,1025.36,1043.55,1018.5,1042.92,96094.046
2021-01-04 23:45:00,1042.92,1049.0,1036.47,1043.11,68586.536
2021-01-05 00:00:00,1043.12,1097.23,1042.99,1094.07,208216.024
2021-01-05 00:15:00,1093.95,1104.15,1081.3,1093.62,153273.031
2021-01-05 00:30:00,1093.68,1135.0,1090.0,1134.68,157316.821
2021-01-05 00:45:00,1134.69,1138.92,1087.6,1098.85,190604.827
2021-01-05 01:00:00,1098.85,1119.46,1085.21,1093.47,127846.274
2021-01-05 01:15:00,1093.49,1095.52,1067.34,1095.19,134641.779
2021-01-05 01:30:00,1095.11,1112.73,1092.04,1093.0,92261.631
2021-01-05 01:45:00,1093.14,1119.35,1083.61,1118.4,94787.575
2021-01-05 02:00:00,1118.35,1120.0,1095.22,1102.88,70653.375
2021-01-05 02:15:00,1102.77,1108.2,1086.09,1093.07,60483.004
2021-01-05 02:30:00,1092.95,1094.5,1070.76,1079.2,80473.407
2021-01-05 02:45:00,1079.2,1089.1,1074.15,1081.11,47155.561
2021-01-05 03:00:00,1081.3,1090.28,1072.0,1087.04,48512.479
2021-01-05 03:15:00,1087.02,1090.32,1043.23,1048.9,125982.738
2021-01-05 03:30:00,1048.91,1059.66,1015.6,1027.83,153101.192
2021-01-05 03:45:00,1027.8,1031.34,994.99,1001.32,210259.597
2021-01-05 04:00:00,1001.42,1022.8,986.0,994.99,174348.63
